id;ficha_personagem_id;atributo;valor;valor_temp;created_at;updated_at;version;is_active
2037;1007;FORCA;13;0;2025-01-11 09:30:00;2025-01-11 09:30:00;1001;TRUE
2038;1007;AGILIDADE;16;0;2025-01-11 09:30:00;2025-01-11 09:30:00;1001;TRUE
2039;1007;CONSTITUICAO;14;0;2025-01-11 09:30:00;2025-01-11 09:30:00;1001;TRUE
2040;1007;MENTE;15;0;2025-01-11 09:30:00;2025-01-11 09:30:00;1001;TRUE
2041;1007;PRESENCA;12;0;2025-01-11 09:30:00;2025-01-11 09:30:00;1001;TRUE
2042;1007;INFLUENCIA;10;0;2025-01-11 09:30:00;2025-01-11 09:30:00;1001;TRUE
2043;1008;FORCA;17;0;2025-01-11 13:45:00;2025-01-11 13:45:00;1001;TRUE
2044;1008;AGILIDADE;14;0;2025-01-11 13:45:00;2025-01-11 13:45:00;1001;TRUE
2045;1008;CONSTITUICAO;16;0;2025-01-11 13:45:00;2025-01-11 13:45:00;1001;TRUE
2046;1008;MENTE;10;0;2025-01-11 13:45:00;2025-01-11 13:45:00;1001;TRUE
2047;1008;PRESENCA;13;0;2025-01-11 13:45:00;2025-01-11 13:45:00;1001;TRUE
2048;1008;INFLUENCIA;8;0;2025-01-11 13:45:00;2025-01-11 13:45:00;1001;TRUE
2049;1009;FORCA;11;0;2025-01-11 15:20:00;2025-01-11 15:20:00;1001;TRUE
2050;1009;AGILIDADE;14;0;2025-01-11 15:20:00;2025-01-11 15:20:00;1001;TRUE
2051;1009;CONSTITUICAO;12;0;2025-01-11 15:20:00;2025-01-11 15:20:00;1001;TRUE
2052;1009;MENTE;15;0;2025-01-11 15:20:00;2025-01-11 15:20:00;1001;TRUE
2053;1009;PRESENCA;17;0;2025-01-11 15:20:00;2025-01-11 15:20:00;1001;TRUE
2054;1009;INFLUENCIA;16;0;2025-01-11 15:20:00;2025-01-11 15:20:00;1001;TRUE
2055;1010;FORCA;10;0;2025-01-11 17:30:00;2025-01-11 17:30:00;1001;TRUE
2056;1010;AGILIDADE;15;0;2025-01-11 17:30:00;2025-01-11 17:30:00;1001;TRUE
2057;1010;CONSTITUICAO;13;0;2025-01-11 17:30:00;2025-01-11 17:30:00;1001;TRUE
2058;1010;MENTE;16;0;2025-01-11 17:30:00;2025-01-11 17:30:00;1001;TRUE
2059;1010;PRESENCA;14;0;2025-01-11 17:30:00;2025-01-11 17:30:00;1001;TRUE
2060;1010;INFLUENCIA;12;0;2025-01-11 17:30:00;2025-01-11 17:30:00;1001;TRUE
2061;1011;FORCA;14;0;2025-01-11 19:15:00;2025-01-11 19:15:00;1001;TRUE
2062;1011;AGILIDADE;12;0;2025-01-11 19:15:00;2025-01-11 19:15:00;1001;TRUE
2063;1011;CONSTITUICAO;11;0;2025-01-11 19:15:00;2025-01-11 19:15:00;1001;TRUE
2064;1011;MENTE;17;0;2025-01-11 19:15:00;2025-01-11 19:15:00;1001;TRUE
2065;1011;PRESENCA;10;0;2025-01-11 19:15:00;2025-01-11 19:15:00;1001;TRUE
2066;1011;INFLUENCIA;15;0;2025-01-11 19:15:00;2025-01-11 19:15:00;1001;TRUE
2067;1012;FORCA;9;0;2025-01-12 10:45:00;2025-01-12 10:45:00;1001;TRUE
2068;1012;AGILIDADE;16;0;2025-01-12 10:45:00;2025-01-12 10:45:00;1001;TRUE
2069;1012;CONSTITUICAO;12;0;2025-01-12 10:45:00;2025-01-12 10:45:00;1001;TRUE
2070;1012;MENTE;15;0;2025-01-12 10:45:00;2025-01-12 10:45:00;1001;TRUE
2071;1012;PRESENCA;18;0;2025-01-12 10:45:00;2025-01-12 10:45:00;1001;TRUE
2072;1012;INFLUENCIA;14;0;2025-01-12 10:45:00;2025-01-12 10:45:00;1001;TRUE
2073;1013;FORCA;16;0;2025-01-12 14:20:00;2025-01-12 14:20:00;1001;TRUE
2074;1013;AGILIDADE;9;0;2025-01-12 14:20:00;2025-01-12 14:20:00;1001;TRUE
2075;1013;CONSTITUICAO;17;0;2025-01-12 14:20:00;2025-01-12 14:20:00;1001;TRUE
2076;1013;MENTE;11;0;2025-01-12 14:20:00;2025-01-12 14:20:00;1001;TRUE
2077;1013;PRESENCA;13;0;2025-01-12 14:20:00;2025-01-12 14:20:00;1001;TRUE
2078;1013;INFLUENCIA;12;0;2025-01-12 14:20:00;2025-01-12 14:20:00;1001;TRUE
2079;1014;FORCA;8;0;2025-01-12 16:10:00;2025-01-12 16:10:00;1001;TRUE
2080;1014;AGILIDADE;18;0;2025-01-12 16:10:00;2025-01-12 16:10:00;1001;TRUE
2081;1014;CONSTITUICAO;10;0;2025-01-12 16:10:00;2025-01-12 16:10:00;1001;TRUE
2082;1014;MENTE;14;0;2025-01-12 16:10:00;2025-01-12 16:10:00;1001;TRUE
2083;1014;PRESENCA;11;0;2025-01-12 16:10:00;2025-01-12 16:10:00;1001;TRUE
2084;1014;INFLUENCIA;15;0;2025-01-12 16:10:00;2025-01-12 16:10:00;1001;TRUE
2085;1015;FORCA;12;0;2025-01-12 18:35:00;2025-01-12 18:35:00;1001;TRUE
2086;1015;AGILIDADE;15;0;2025-01-12 18:35:00;2025-01-12 18:35:00;1001;TRUE
2087;1015;CONSTITUICAO;13;0;2025-01-12 18:35:00;2025-01-12 18:35:00;1001;TRUE
2088;1015;MENTE;17;0;2025-01-12 18:35:00;2025-01-12 18:35:00;1001;TRUE
2089;1015;PRESENCA;10;0;2025-01-12 18:35:00;2025-01-12 18:35:00;1001;TRUE
2090;1015;INFLUENCIA;14;0;2025-01-12 18:35:00;2025-01-12 18:35:00;1001;TRUE
